loss,accuracy,val_loss,val_accuracy
1.3919793367385864,0.23333333432674408,1.374292254447937,0.44999998807907104
1.3552169799804688,0.3499999940395355,1.364279866218567,0.46666666865348816
1.3465039730072021,0.5,1.3553719520568848,0.5
1.316463828086853,0.5333333611488342,1.3472245931625366,0.5166666507720947
1.3071433305740356,0.5333333611488342,1.3387998342514038,0.5166666507720947
1.3001291751861572,0.5166666507720947,1.3301804065704346,0.4833333194255829
1.2790666818618774,0.5333333611488342,1.3230818510055542,0.5
1.268601894378662,0.550000011920929,1.3128048181533813,0.5166666507720947
1.2473909854888916,0.6166666746139526,1.3007062673568726,0.5333333611488342
1.227931261062622,0.5166666507720947,1.2906529903411865,0.5333333611488342
1.2000234127044678,0.6000000238418579,1.2787986993789673,0.550000011920929
1.1859779357910156,0.6333333253860474,1.2704110145568848,0.550000011920929
1.1618237495422363,0.5833333134651184,1.2553726434707642,0.550000011920929
1.1454720497131348,0.5833333134651184,1.2420064210891724,0.550000011920929
1.1194357872009277,0.6000000238418579,1.2343878746032715,0.5833333134651184
1.088164210319519,0.6166666746139526,1.2277382612228394,0.5666666626930237
1.0603798627853394,0.6166666746139526,1.2241017818450928,0.5833333134651184
1.036597728729248,0.6833333373069763,1.2188724279403687,0.6000000238418579
1.0625696182250977,0.6333333253860474,1.2044975757598877,0.6333333253860474
1.032132863998413,0.6333333253860474,1.1869016885757446,0.6333333253860474
0.9841194152832031,0.6499999761581421,1.1754283905029297,0.6166666746139526
0.9666059613227844,0.7166666388511658,1.1671454906463623,0.6000000238418579
0.9733157753944397,0.7333333492279053,1.1586425304412842,0.6000000238418579
0.9546616077423096,0.6833333373069763,1.149075984954834,0.6000000238418579
0.9330683350563049,0.6499999761581421,1.1478238105773926,0.6000000238418579
0.9053040146827698,0.6666666865348816,1.1530591249465942,0.6000000238418579
0.887523353099823,0.699999988079071,1.1583586931228638,0.6166666746139526
0.9006103277206421,0.699999988079071,1.159596562385559,0.6166666746139526
0.903394341468811,0.7333333492279053,1.1470657587051392,0.6000000238418579
0.8690465688705444,0.7333333492279053,1.1271064281463623,0.6333333253860474
0.8392429351806641,0.7166666388511658,1.1174637079238892,0.6166666746139526
0.8320266604423523,0.7166666388511658,1.1260353326797485,0.6166666746139526
0.8388594388961792,0.7833333611488342,1.114799976348877,0.6166666746139526
0.8247484564781189,0.75,1.099798321723938,0.6333333253860474
0.783313512802124,0.8166666626930237,1.0903494358062744,0.6333333253860474
0.7792878746986389,0.7666666507720947,1.0762521028518677,0.6333333253860474
0.7842105627059937,0.7666666507720947,1.0837171077728271,0.6666666865348816
0.7229790091514587,0.8166666626930237,1.0588775873184204,0.6499999761581421
0.7391135096549988,0.800000011920929,1.0564054250717163,0.6166666746139526
0.7164677381515503,0.8333333134651184,1.049200177192688,0.6666666865348816
0.6866607666015625,0.7833333611488342,1.0332247018814087,0.6499999761581421
0.6547936797142029,0.8333333134651184,1.0108726024627686,0.699999988079071
0.6603807210922241,0.8333333134651184,0.9925304651260376,0.6833333373069763
0.6809009909629822,0.7833333611488342,0.9890015721321106,0.6833333373069763
0.6919783353805542,0.8166666626930237,0.9928741455078125,0.699999988079071
0.625420868396759,0.8500000238418579,0.9915011525154114,0.7333333492279053
0.6647064685821533,0.7666666507720947,0.9859052300453186,0.7333333492279053
0.5853317975997925,0.8166666626930237,0.9902114868164062,0.75
0.5824692249298096,0.8666666746139526,0.9847660064697266,0.75
0.56747967004776,0.8833333253860474,0.9755465388298035,0.75
0.5725738406181335,0.8333333134651184,0.9675130248069763,0.75
0.5769525170326233,0.8999999761581421,0.9717836976051331,0.75
0.5677395462989807,0.8333333134651184,0.9440269470214844,0.75
0.5155328512191772,0.8833333253860474,0.9290101528167725,0.699999988079071
0.5437547564506531,0.8500000238418579,0.932373046875,0.7166666388511658
0.4889579713344574,0.8999999761581421,0.9369357228279114,0.75
