loss,accuracy,val_loss,val_accuracy
0.28187674283981323,0.2857142984867096,0.26725152134895325,0.4642857015132904
0.2641681134700775,0.5,0.25525036454200745,0.4642857015132904
0.25498291850090027,0.5,0.25136709213256836,0.4642857015132904
0.25044944882392883,0.5,0.25127843022346497,0.4642857015132904
0.2513580620288849,0.5,0.25309184193611145,0.4642857015132904
0.25327593088150024,0.5,0.2539590001106262,0.5357142686843872
0.25432634353637695,0.5,0.2535686194896698,0.5357142686843872
0.25383588671684265,0.5,0.2521172761917114,0.5357142686843872
0.2525053918361664,0.5,0.2505417466163635,0.5357142686843872
0.25121062994003296,0.5,0.24954073131084442,0.5357142686843872
0.2515738904476166,0.5,0.24914047122001648,0.5357142686843872
0.25099581480026245,0.5,0.24945533275604248,0.5357142686843872
0.25119009613990784,0.5,0.2503449022769928,0.5357142686843872
0.2511852979660034,0.4285714328289032,0.25109338760375977,0.4642857015132904
0.2508588135242462,0.5,0.25118300318717957,0.4642857015132904
0.2510957419872284,0.5,0.25105494260787964,0.4642857015132904
0.25172409415245056,0.5,0.2515968084335327,0.4642857015132904
0.2504454553127289,0.5,0.25131508708000183,0.4642857015132904
0.25036755204200745,0.5,0.2510916292667389,0.4642857015132904
0.2505423426628113,0.5,0.2504585385322571,0.4642857015132904
0.25054270029067993,0.5,0.25041764974594116,0.4642857015132904
0.25058260560035706,0.4285714328289032,0.24983762204647064,0.5357142686843872
0.2501716911792755,0.5,0.24962319433689117,0.5357142686843872
0.2504625916481018,0.5,0.2494269460439682,0.5357142686843872
0.2504104971885681,0.5,0.24956877529621124,0.5357142686843872
0.2500605881214142,0.5,0.24959304928779602,0.5357142686843872
0.25065043568611145,0.5,0.24952387809753418,0.5357142686843872
0.24994324147701263,0.5,0.24984633922576904,0.5357142686843872
0.250435471534729,0.4285714328289032,0.2505352199077606,0.4642857015132904
0.2503504753112793,0.5,0.2509375214576721,0.4642857015132904
0.2508113980293274,0.5,0.2510744035243988,0.4642857015132904
0.25006625056266785,0.5,0.2504262626171112,0.4642857015132904
0.24988238513469696,0.5,0.24999260902404785,0.4642857015132904
0.24989549815654755,0.5,0.2494770586490631,0.5357142686843872
0.24994002282619476,0.5,0.2491917908191681,0.5357142686843872
0.25035446882247925,0.5,0.24901945888996124,0.5357142686843872
0.2500796616077423,0.5,0.2491311877965927,0.5357142686843872
0.25030645728111267,0.5,0.2494225800037384,0.5357142686843872
0.24999691545963287,0.5,0.24947872757911682,0.5357142686843872
0.2498392015695572,0.5,0.24980886280536652,0.5357142686843872
0.2535971999168396,0.2142857164144516,0.2506089508533478,0.4642857015132904
0.2502461075782776,0.5,0.2499791830778122,0.4642857015132904
0.2497776597738266,0.5357142686843872,0.249727264046669,0.5357142686843872
0.2503034770488739,0.3571428656578064,0.24973292648792267,0.5357142686843872
0.25017789006233215,0.5,0.24927499890327454,0.5357142686843872
0.2498132884502411,0.5,0.2491837590932846,0.5357142686843872
0.2498203068971634,0.5,0.2491876780986786,0.5357142686843872
0.2513934075832367,0.5,0.24904897809028625,0.5357142686843872
0.2498048096895218,0.5,0.2495528757572174,0.5357142686843872
0.24969413876533508,0.5,0.2501205503940582,0.4642857015132904
0.24966420233249664,0.5,0.2504752576351166,0.4642857015132904
0.25020238757133484,0.5,0.2510905861854553,0.4642857015132904
0.25004178285598755,0.5,0.25090909004211426,0.4642857015132904
0.24983777105808258,0.5,0.25085172057151794,0.4642857015132904
0.2500371038913727,0.5,0.25046736001968384,0.4642857015132904
0.2498691827058792,0.5,0.25043901801109314,0.4642857015132904
0.24967153370380402,0.5,0.25000667572021484,0.4642857015132904
0.24959826469421387,0.5,0.24963147938251495,0.8928571343421936
0.24961431324481964,0.7857142686843872,0.24944962561130524,0.5357142686843872
0.2499697506427765,0.5,0.24905869364738464,0.5357142686843872
0.2496212273836136,0.5,0.24902606010437012,0.5357142686843872
0.25141236186027527,0.5,0.2493395358324051,0.5357142686843872
0.24992762506008148,0.5,0.24897201359272003,0.5357142686843872
0.24974218010902405,0.5,0.24902497231960297,0.5357142686843872
0.2504700720310211,0.5,0.24882327020168304,0.5357142686843872
0.249588742852211,0.5,0.24909575283527374,0.5357142686843872
0.24948756396770477,0.5,0.2493363320827484,0.5357142686843872
0.24936982989311218,0.5,0.24972279369831085,0.4642857015132904
0.24994239211082458,0.5,0.25045838952064514,0.4642857015132904
0.24955511093139648,0.5,0.25062909722328186,0.4642857015132904
0.2495725154876709,0.5,0.2505471110343933,0.4642857015132904
0.249527245759964,0.5,0.2502763867378235,0.4642857015132904
