best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0015145018696784973,0.44129735231399536,1.0,0.8833333253860474,9.999999747378752e-05,1655
