best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.37372225522994995,0.8290113806724548,0.9166666865348816,0.7666666507720947,0.0010000000474974513,4833
