loss,accuracy,val_loss,val_accuracy,lr
1.457306981086731,0.38333332538604736,1.4170951843261719,0.3499999940395355,0.001
1.537583827972412,0.2666666805744171,1.4151514768600464,0.3499999940395355,0.001
1.6245681047439575,0.23333333432674408,1.4125791788101196,0.3499999940395355,0.001
1.3804214000701904,0.36666667461395264,1.4113301038742065,0.3499999940395355,0.001
1.5370819568634033,0.2666666805744171,1.409877896308899,0.3499999940395355,0.001
1.440274715423584,0.36666667461395264,1.4091180562973022,0.3499999940395355,0.001
1.4695976972579956,0.28333333134651184,1.4076787233352661,0.3499999940395355,0.001
1.522595763206482,0.28333333134651184,1.4054512977600098,0.3499999940395355,0.001
1.495751142501831,0.28333333134651184,1.4035093784332275,0.3499999940395355,0.001
1.5286375284194946,0.21666666865348816,1.4022880792617798,0.3499999940395355,0.001
1.4162565469741821,0.30000001192092896,1.4006379842758179,0.3499999940395355,0.001
1.4361310005187988,0.23333333432674408,1.3988711833953857,0.3499999940395355,0.001
1.5580146312713623,0.25,1.397142767906189,0.3499999940395355,0.001
1.4726895093917847,0.36666667461395264,1.3955180644989014,0.36666667461395264,0.001
1.4378076791763306,0.3499999940395355,1.3943239450454712,0.36666667461395264,0.001
1.5931880474090576,0.30000001192092896,1.3932777643203735,0.3499999940395355,0.001
1.512929916381836,0.21666666865348816,1.3920985460281372,0.38333332538604736,0.001
1.6231383085250854,0.2666666805744171,1.3907151222229004,0.38333332538604736,0.001
1.5582226514816284,0.30000001192092896,1.3895184993743896,0.38333332538604736,0.001
1.3490519523620605,0.3499999940395355,1.388014316558838,0.36666667461395264,0.001
1.5216659307479858,0.25,1.3866806030273438,0.3499999940395355,0.001
1.4168379306793213,0.3333333432674408,1.3850303888320923,0.3499999940395355,0.001
1.4695594310760498,0.25,1.383908748626709,0.36666667461395264,0.001
1.3769043684005737,0.38333332538604736,1.3834547996520996,0.38333332538604736,0.001
1.4823957681655884,0.2666666805744171,1.3824020624160767,0.38333332538604736,0.001
1.4871268272399902,0.4000000059604645,1.3815314769744873,0.38333332538604736,0.001
1.541886806488037,0.21666666865348816,1.3805344104766846,0.38333332538604736,0.001
1.5077317953109741,0.30000001192092896,1.3790793418884277,0.36666667461395264,0.001
1.54594886302948,0.2666666805744171,1.3776535987854004,0.36666667461395264,0.001
1.4197278022766113,0.3166666626930237,1.3764861822128296,0.36666667461395264,0.001
